|papel|DENOM_COMERC                                            |div_yield|atuacao                       |segmento_listagem|cresc_rec_cinco_anos|reclameaquinota|reclameaquitexto|patrim_liq     |
|SCAR3|SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.                        |0        |Exploração de Imóveis         |Novo Mercado     |0.1732              |na             |na              |1,525,820,000  |
|BPAC3|BANCO UBS PACTUAL S/A                                           |0.0147   |Bancos                        |Nível 2          |0.3137              |8.3            |Ótimo           |49,381,800,000 |
|BPAC5|BANCO UBS PACTUAL S/A                                           |0.0284   |Bancos                        |Nível 2          |0.3137              |8.3            |Ótimo           |49,381,800,000 |
|HAGA3|HAGA                                                            |0        |Produtos para Construção Civil|Tradicional      |0.0546              |na             |na              |-55,516,000    |
|HAGA4|HAGA                                                            |0        |Produtos para Construção Civil|Tradicional      |0.0546              |na             |na              |-55,516,000    |
|MBLY3|MOBLY S.A.                                                      |0        |Móveis                        |Novo Mercado     |-0.1026             |8.2            |Ótimo           |491,793,000    |
|NTCO3|NATURA & CO HOLDING S.A.                                        |0        |Produtos de Uso Pessoal       |Novo Mercado     |-0.0586             |7.5            |Bom             |28,029,100,000 |
|PETR3|PETROBRAS                                                       |0.1758   |Petróleo e Gás - Refino       |Nível 2          |0.2027              |5.4            |Ruim            |386,007,000,000|
|PETR4|PETROBRAS                                                       |0.1805   |Petróleo e Gás - Refino       |Nível 2          |0.2027              |5.4            |Ruim            |386,007,000,000|
|JFEN3|JOÃO FORTES ENGENHARIA S.A.                                     |0        |Construção                    |na               |0.2441              |na             |na              |-683,911,000   |
|MERC3|CREDITAQUI FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO|0.0315   |Financeira                    |Tradicional      |-0.1806             |7.3            |Bom             |241,486,000    |
|MERC4|CREDITAQUI FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO|0.1036   |Financeira                    |Tradicional      |-0.1806             |7.3            |Bom             |241,486,000    |
|BHIA3|PONTO FRIO                                                      |0        |Varejo - Geral                |Novo Mercado     |0.0463              |7.9            |Bom             |4,434,000,000  |
|CSNA3|CSN                                                             |0.1165   |Siderurgia                    |Tradicional      |0.1789              |na             |na              |17,762,500,000 |
|CBEE3|AMPLA                                                           |0        |Energia - Distribuição        |Tradicional      |0.0804              |na             |na              |5,340,880,000  |
|MOAR3|MONTEIRO ARANHA                                                 |0.0778   |Holding                       |Tradicional      |-0.8125             |na             |na              |1,524,140,000  |
|VLID3|AMERICAN BANKNOTE COMPANY                                       |0.0512   |Documentos de Segurança       |Novo Mercado     |0.0144              |7.8            |Bom             |1,358,760,000  |
|PORT3|na                                                              |0.0445   |na                            |na               |-0.1464             |-1             |na              |2,298,890,000  |
|HOOT4|HOTEIS OTHON S.A.                                               |0        |Hotelaria                     |na               |0.2589              |na             |na              |-208,906,000   |
|WLMM3|WLM                                                             |0.0421   |Automotivo                    |Tradicional      |0.2265              |na             |na              |669,898,000    |
|WLMM4|WLM                                                             |0.0451   |Automotivo                    |Tradicional      |0.2265              |na             |na              |669,898,000    |
|UGPA3|ULTRAPAR PARTICIPAÇÕES SA                                       |0.0085   |Petróleo e Gás - Distribuição |Novo Mercado     |0.1342              |8.5            |Ótimo           |13,506,500,000 |
|IRBR3|na                                                              |0        |Seguros                       |na               |0                   |0              |Não Recomendada |4,169,510,000  |
|SOND3|SONDOTECNICA S/A.                                               |0.1204   |Consultoria                   |Tradicional      |0.307               |na             |na              |57,540,000     |
|SOND5|SONDOTECNICA S/A.                                               |0.1203   |Consultoria                   |Tradicional      |0.307               |na             |na              |57,540,000     |
|RPMG3|REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A                        |0        |Petróleo e Gás - Refino       |Tradicional      |0.5132              |na             |na              |-5,058,390,000 |
|RAIZ4|na                                                              |0.0753   |na                            |na               |0.0236              |-1             |na              |22,415,900,000 |
|TKNO4|TEKNO                                                           |0.0643   |Siderurgia                    |Tradicional      |0.2009              |na             |na              |280,762,000    |
|VALE3|VALE                                                            |0.0907   |Mineração                     |Novo Mercado     |0.0785              |7.1            |Bom             |190,965,000,000|
|GGBR3|GERDAU S.A.                                                     |0.0792   |Siderurgia                    |Nível 1          |0.1898              |na             |na              |49,059,000,000 |
|GGBR4|GERDAU S.A.                                                     |0.0744   |Siderurgia                    |Nível 1          |0.1898              |na             |na              |49,059,000,000 |
|VIVA3|VIVARA PARTICIPAÇÕES S.A.                                       |0.0111   |Artigos de Luxo               |Novo Mercado     |0.2926              |6.9            |Regular         |1,876,600,000  |
|CEGR3|CEG                                                             |0.0154   |Gás                           |Tradicional      |0.0888              |7.3            |Bom             |1,401,590,000  |
|UNIP3|UNIPAR CARBOCLORO S.A.                                          |0.0504   |Químicos                      |Tradicional      |0.2179              |na             |na              |2,808,340,000  |
|UNIP5|UNIPAR CARBOCLORO S.A.                                          |0.05     |Químicos                      |Tradicional      |0.2179              |na             |na              |2,808,340,000  |
|BMIN3|BANCO MERCANTIL DE INVESTIMENTOS SA                             |0.1346   |Bancos                        |Tradicional      |0.2661              |na             |na              |132,658,000    |
|BMIN4|BANCO MERCANTIL DE INVESTIMENTOS SA                             |0.1794   |Bancos                        |Tradicional      |0.2661              |na             |na              |132,658,000    |
|VBBR3|VIBRA ENERGIA S/A                                               |0.0322   |Petróleo e Gás - Distribuição |na               |0.2025              |5.4            |Ruim            |13,555,000,000 |
|AESB3|na                                                              |0        |na                            |na               |0.3249              |-1             |na              |4,518,970,000  |
|IFCM3|na                                                              |0        |na                            |na               |0.3407              |-1             |na              |1,366,400,000  |
|LAND3|na                                                              |0.0809   |na                            |na               |-0.1792             |-1             |na              |709,172,000    |
|BRKM3|BRASKEM                                                         |0        |Químicos                      |Nível 1          |0.1367              |na             |na              |5,022,600,000  |
|BRKM5|BRASKEM                                                         |0        |Químicos                      |Nível 1          |0.1367              |na             |na              |5,022,600,000  |
|LOGN3|LOG-IN LOGISTICA INTERMODAL SA                                  |0        |Logística e Hidroviário       |Novo Mercado     |0.2411              |na             |na              |978,996,000    |
|WIZC3|WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.               |0.0717   |Seguros                       |Novo Mercado     |0.1169              |5.3            |Ruim            |459,254,000    |
|EPAR3|EMBPAR PARTICIPAÇÕES S/A                                        |0.4028   |Holding                       |Tradicional      |0.0824              |na             |na              |123,860,000    |
|SRNA3|na                                                              |0        |na                            |na               |2.5701              |-1             |na              |5,206,790,000  |
|AALR3|ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.                             |0        |Medicina Diagnóstica          |na               |0.0354              |na             |na              |1,015,110,000  |
|EVEN3|EVEN                                                            |0.0623   |Construção                    |Novo Mercado     |0.107               |8.5            |Ótimo           |1,937,970,000  |
|SBSP3|SABESP                                                          |0.0161   |Saneamento                    |Novo Mercado     |0.0789              |6.1            |Regular         |29,593,900,000 |
|CEAB3|na                                                              |0        |na                            |na               |0.0936              |-1             |na              |3,012,720,000  |
|VITT3|na                                                              |0.0304   |na                            |na               |0.0256              |-1             |na              |618,428,000    |
|PFRM3|PROFARMA                                                        |0.0661   |Varejo - Farmacêutico         |Novo Mercado     |0.1675              |na             |na              |1,261,610,000  |
|BAHI3|BAHEMA                                                          |0        |Educação                      |Bovespa Mais     |0.6305              |na             |na              |43,092,000     |
|PCAR3|PÃO DE AÇÚCAR                                                   |0        |Varejo - Alimentício          |Novo Mercado     |-0.277              |6.8            |Regular         |4,717,000,000  |
|MGLU3|MAGAZINE LUIZA SA                                               |0        |Varejo - Geral                |Novo Mercado     |0.195               |8.3            |Ótimo           |9,532,650,000  |
|HBOR3|HELBOR                                                          |0.0308   |Construção                    |Novo Mercado     |-0.0496             |8.7            |Ótimo           |1,394,330,000  |
|VSTE3|LE LIS BLANC DEUX                                               |0.0081   |Vestuário - Geral             |Novo Mercado     |0.0734              |8.3            |Ótimo           |1,028,360,000  |
|BOBR3|BOMBRIL SA                                                      |0        |Produtos de Limpeza           |na               |0.0852              |7.2            |Bom             |-71,947,000    |
|BOBR4|BOMBRIL SA                                                      |0        |Produtos de Limpeza           |na               |0.0852              |7.2            |Bom             |-71,947,000    |
|CSAN3|COSAN SA INDUSTRIA E COMERCIO                                   |0.0252   |Holding                       |Novo Mercado     |0.391               |na             |na              |18,481,500,000 |
|VULC3|VULCABRAS S/A.                                                  |0.1182   |Vestuário - Calçados          |Novo Mercado     |0.2513              |3.8            |Não Recomendada |1,985,350,000  |
|NUTR3|NUTRIPLANT                                                      |0        |Fertilizantes                 |Bovespa Mais     |0.3478              |na             |na              |32,895,000     |
|SMTO3|SÃO MARTINHO SA                                                 |0.0439   |Açúcar e Álcool               |Novo Mercado     |0.1568              |na             |na              |6,479,560,000  |
|PLAS3|PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A                           |0        |Automotivo                    |Tradicional      |0.2908              |na             |na              |-357,440,000   |
|JSLG3|JSL S.A.                                                        |0.0267   |Logística e Rodoviário        |Novo Mercado     |-0.0818             |na             |na              |1,683,290,000  |
|TOTS3|TOTVS S.A                                                       |0.0143   |Software                      |Novo Mercado     |0.1896              |7.8            |Bom             |4,720,570,000  |
|EUCA3|EUCATEX                                                         |0.0476   |Madeira                       |Nível 1          |0.1767              |8.1            |Ótimo           |2,205,650,000  |
|EUCA4|EUCATEX                                                         |0.0528   |Madeira                       |Nível 1          |0.1767              |8.1            |Ótimo           |2,205,650,000  |
|ROMI3|ROMI S.A.                                                       |0.0643   |Máquinas e Equipamentos       |Novo Mercado     |0.1545              |na             |na              |1,169,510,000  |
|BMKS3|MONARK                                                          |0.1605   |Bicicletas                    |na               |-0.0334             |na             |na              |204,650,000    |
|ODPV3|ODONTOPREV S/A                                                  |0.0311   |Seguros                       |Novo Mercado     |0.0399              |7.2            |Bom             |1,386,990,000  |
|BLAU3|na                                                              |0.034    |na                            |na               |0.0937              |-1             |na              |1,974,820,000  |
|WHRL3|WHIRLPOOL S.A                                                   |0.0826   |Eletrodomésticos              |Tradicional      |0.1298              |8.2            |Ótimo           |2,560,310,000  |
|WHRL4|WHIRLPOOL S.A                                                   |0.0823   |Eletrodomésticos              |Tradicional      |0.1298              |8.2            |Ótimo           |2,560,310,000  |
|BPAN4|BANCO PAN SA                                                    |0.0246   |Bancos                        |Nível 1          |0.1411              |7.6            |Bom             |8,107,320,000  |
|TFCO4|na                                                              |0.0131   |Vestuário - Geral             |Nível 2          |0.2649              |6.4            |Regular         |390,905,000    |
|MLAS3|na                                                              |0        |na                            |na               |-0.0777             |-1             |na              |3,542,230,000  |
|PMAM3|PARANAPANEMA S.A.                                               |0        |Siderurgia                    |na               |-0.3                |na             |na              |-4,007,930,000 |
|LEVE3|MAHLE METAL LEVE                                                |0.2606   |Automotivo                    |na               |0.185               |na             |na              |1,568,530,000  |
|ALPK3|ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.          |0        |Estacionamento                |Novo Mercado     |0.3083              |8.1            |Ótimo           |380,467,000    |
|IGTI3|IGUATEMI S.A.                                                   |0.0152   |Shoppings                     |Nível 1          |0.1343              |5.5            |Ruim            |4,177,320,000  |
|MSPA3|na                                                              |0.0013   |na                            |na               |0.1488              |-1             |na              |834,081,000    |
|MSPA4|na                                                              |0.0015   |na                            |na               |0.1488              |-1             |na              |834,081,000    |
|BBDC4|BANCO BRADESCO S.A.                                             |0.0796   |Bancos                        |Nível 1          |-0.1028             |6.3            |Regular         |161,182,000,000|
|BBDC3|BANCO BRADESCO S.A.                                             |0.0809   |Bancos                        |Nível 1          |-0.1028             |6.3            |Regular         |161,182,000,000|
|BRIV3|BANCO ALFA DE INVESTIMENTO S.A.                                 |0        |Bancos                        |Tradicional      |-0.4472             |7.8            |Bom             |1,671,490,000  |
|BRIV4|BANCO ALFA DE INVESTIMENTO S.A.                                 |0.0549   |Bancos                        |Tradicional      |-0.4472             |7.8            |Bom             |1,671,490,000  |
|FLRY3|FLEURY SA                                                       |0.0273   |Medicina Diagnóstica          |Novo Mercado     |0.2109              |7.9            |Bom             |5,177,130,000  |
|BDLL3|BARDELLA                                                        |0        |Siderurgia                    |Tradicional      |-0.0296             |na             |na              |-155,603,000   |
|BDLL4|BARDELLA                                                        |0        |Siderurgia                    |Tradicional      |-0.0296             |na             |na              |-155,603,000   |
|ITUB3|ITAÚ UNIBANCO                                                   |0.0807   |Bancos                        |Nível 1          |0.5081              |7.1            |Bom             |182,505,000,000|
|ITUB4|ITAÚ UNIBANCO                                                   |0.0697   |Bancos                        |Nível 1          |0.5081              |7.1            |Bom             |182,505,000,000|
|NORD3|NORDON INDS METALURGICAS SA                                     |0        |Máquinas e Equipamentos       |Tradicional      |0.1325              |na             |na              |-156,430,000   |
|USIM3|USIMINAS                                                        |0.0277   |Siderurgia                    |Nível 1          |0.2131              |na             |na              |23,855,600,000 |
|USIM5|USIMINAS                                                        |0.0297   |Siderurgia                    |Nível 1          |0.2131              |na             |na              |23,855,600,000 |
|CALI3|CAL S/A                                                         |0.0255   |Construção                    |na               |1.29                |na             |na              |32,123,000     |
|MGEL3|MANGELS                                                         |0        |Siderurgia                    |Tradicional      |0.1962              |na             |na              |23,562,000     |
|MGEL4|MANGELS                                                         |0        |Siderurgia                    |Tradicional      |0.1962              |na             |na              |23,562,000     |
|RSID3|ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL                |0        |Construção                    |na               |-0.2852             |na             |na              |-1,248,330,000 |
|ALPA3|ALPARGATAS                                                      |0        |Vestuário - Calçados          |Nível 1          |0.0232              |7.9            |Bom             |3,726,780,000  |
|ALPA4|ALPARGATAS                                                      |0        |Vestuário - Calçados          |Nível 1          |0.0232              |7.9            |Bom             |3,726,780,000  |
|CAMB3|PENALTY                                                         |0.0259   |Vestuário - Calçados          |Tradicional      |0.2807              |6.3            |Regular         |219,208,000    |
|ETER3|ETERNIT                                                         |0.0505   |Produtos para Construção Civil|Novo Mercado     |0.2495              |3.9            |Não Recomendada |769,697,000    |
|MYPK3|IOCHPE-MAXION                                                   |0.024    |Automotivo                    |na               |0.1694              |na             |na              |3,834,280,000  |
|BMGB4|BANCO BMG S/A                                                   |0.0941   |Bancos                        |Nível 1          |-0.0607             |8.1            |Ótimo           |3,925,170,000  |
|AMAR3|MARISA LOJAS SA                                                 |0        |Vestuário - Geral             |na               |-0.0234             |7.7            |Bom             |107,804,000    |
|AZEV3|AZEVEDO & TRAVASSOS                                             |0        |Construção                    |Tradicional      |4.5492              |na             |na              |140,013,000    |
|AZEV4|AZEVEDO & TRAVASSOS                                             |0        |Construção                    |Tradicional      |4.5492              |na             |na              |140,013,000    |
|BALM3|BAUMER                                                          |0.0771   |Produtos Diversos             |Tradicional      |0.0382              |na             |na              |146,999,000    |
|BALM4|BAUMER                                                          |0.0865   |Produtos Diversos             |Tradicional      |0.0382              |na             |na              |146,999,000    |
|CBAV3|na                                                              |0.0791   |na                            |na               |-0.2029             |-1             |na              |4,784,200,000  |
|ITSA3|ITAÚSA                                                          |0.0788   |Holding                       |Nível 1          |0.1442              |7.5            |Bom             |79,738,000,000 |
|ITSA4|ITAÚSA                                                          |0.0786   |Holding                       |Nível 1          |0.1442              |7.5            |Bom             |79,738,000,000 |
|REDE3|REDE ENERGIA PARTICIPAÇÕES S.A.                                 |0.104    |Energia - Distribuição        |Tradicional      |0.1185              |na             |na              |5,841,410,000  |
|RADL3|DROGASIL SA                                                     |0.0114   |Varejo - Farmacêutico         |na               |0.1862              |8.4            |Ótimo           |5,721,820,000  |
|CGAS3|COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS                          |0.0327   |Gás                           |Tradicional      |0.2006              |7.3            |Bom             |444,316,000    |
|CGAS5|COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS                          |0.0313   |Gás                           |Tradicional      |0.2006              |7.3            |Bom             |444,316,000    |
|AHEB3|SÃO PAULO TURISMO S. A.                                         |0        |Turismo                       |Tradicional      |0.4422              |na             |na              |16,700,000     |
|AHEB5|SÃO PAULO TURISMO S. A.                                         |0        |Turismo                       |Tradicional      |0.4422              |na             |na              |16,700,000     |
|PINE3|BANCO PINE S/A                                                  |0        |Bancos                        |na               |0.49                |5.9            |Ruim            |984,479,000    |
|PINE4|BANCO PINE S/A                                                  |0.0605   |Bancos                        |na               |0.49                |5.9            |Ruim            |984,479,000    |
|CSED3|CRUZEIRO DO SUL EDUCACIONAL S.A.                                |0.051    |Educação                      |Novo Mercado     |0.1089              |6.7            |Regular         |1,439,560,000  |
|CAML3|CAMIL ALIMENTOS S/A                                             |0.034    |Alimentos - Variados          |Novo Mercado     |0.2013              |9.4            |Ótimo           |3,038,400,000  |
|RDNI3|RODOBENS NEGOCIOS IMOBILIARIOS SA                               |0.0346   |Construção                    |Novo Mercado     |0.259               |6.8            |Regular         |581,354,000    |
|VIVR3|VIVER                                                           |0        |Construção                    |na               |0.0288              |na             |na              |19,987,000     |
|BEEF3|MINERVA S/A                                                     |0.0809   |Alimentos - Carnes e Derivados|Novo Mercado     |0.1636              |9.1            |Ótimo           |627,948,000    |
|TEND3|CONSTRUTORA TENDA S/A                                           |0        |Construção                    |Novo Mercado     |0.0913              |7.2            |Bom             |895,290,000    |
|CYRE3|CYRELA BRAZIL REALTY S.A.                                       |0.0351   |Construção                    |Novo Mercado     |0.1118              |7.5            |Bom             |7,782,360,000  |
|CRFB3|ATACADÃO S.A.                                                   |0.0122   |Varejo - Alimentício          |Novo Mercado     |0.1707              |7.8            |Bom             |19,218,000,000 |
|CPLE3|COPEL                                                           |0.0331   |Energia - Distribuição        |Nível 2          |0.0748              |8.2            |Ótimo           |23,886,200,000 |
|CPLE5|COPEL                                                           |0.0187   |Energia - Distribuição        |Nível 2          |0.0748              |8.2            |Ótimo           |23,886,200,000 |
|SAPR3|SANEPAR                                                         |0.0557   |Saneamento                    |Nível 2          |0.0769              |4.1            |Não Recomendada |9,744,200,000  |
|SAPR4|SANEPAR                                                         |0.0586   |Saneamento                    |Nível 2          |0.0769              |4.1            |Não Recomendada |9,744,200,000  |
|OIBR3|na                                                              |0        |na                            |na               |-0.1748             |-1             |na              |-26,822,900,000|
|OIBR4|na                                                              |0        |na                            |na               |-0.1748             |-1             |na              |-26,822,900,000|
|INEP3|INEPAR S/A                                                      |0        |Máquinas e Equipamentos       |na               |-0.0847             |na             |na              |-1,806,160,000 |
|INEP4|INEPAR S/A                                                      |0        |Máquinas e Equipamentos       |na               |-0.0847             |na             |na              |-1,806,160,000 |
|POSI3|POSITIVO INFORMATICA SA                                         |0.0643   |Hardware                      |Novo Mercado     |0.2426              |8.8            |Ótimo           |1,447,110,000  |
|CASN3|CASAN                                                           |0.0019   |Saneamento                    |Tradicional      |0.1306              |6.2            |Regular         |2,010,770,000  |
|TEKA3|TEKA S.A.                                                       |0        |Têxtil                        |na               |0.222               |na             |na              |-2,032,660,000 |
|TEKA4|TEKA S.A.                                                       |0        |Têxtil                        |na               |0.222               |na             |na              |-2,032,660,000 |
|CTKA3|KARSTEN                                                         |0        |Têxtil                        |Tradicional      |0.2028              |7.8            |Bom             |-124,171,000   |
|CTKA4|KARSTEN                                                         |0        |Têxtil                        |Tradicional      |0.2028              |7.8            |Bom             |-124,171,000   |
|EALT3|ELECTRO AÇO ALTONA S/A                                          |0.033    |Máquinas e Equipamentos       |na               |0.1738              |na             |na              |231,271,000    |
|EALT4|ELECTRO AÇO ALTONA S/A                                          |0.0336   |Máquinas e Equipamentos       |na               |0.1738              |na             |na              |231,271,000    |
|INTB3|INTELBRAS S.A.                                                  |0.0154   |Produtos Diversos             |Novo Mercado     |0.2776              |8.8            |Ótimo           |2,600,820,000  |
|PTBL3|PORTOBELLO S/A                                                  |0.0351   |Produtos para Construção Civil|Novo Mercado     |0.2151              |8.4            |Ótimo           |382,221,000    |
|CLSC3|CELESC                                                          |0.0535   |Energia - Distribuição        |Nível 2          |0.0884              |0              |Não Recomendada |3,187,480,000  |
|CLSC4|CELESC                                                          |0.0551   |Energia - Distribuição        |Nível 2          |0.0884              |0              |Não Recomendada |3,187,480,000  |
|WEGE3|WEG SA                                                          |0.0187   |Motores e Compressores        |Novo Mercado     |0.2608              |7.7            |Bom             |17,342,100,000 |
|TUPY3|TUPY                                                            |0.0315   |Automotivo                    |Novo Mercado     |0.2694              |na             |na              |3,268,350,000  |
|DOHL3|DOHLER                                                          |0        |Têxtil                        |Tradicional      |0.0738              |7.8            |Bom             |699,312,000    |
|DOHL4|DOHLER                                                          |0        |Têxtil                        |Tradicional      |0.0738              |7.8            |Bom             |699,312,000    |
|MWET3|WETZEL S.A.                                                     |0        |Automotivo                    |Tradicional      |0.1673              |na             |na              |-10,384,000    |
|MWET4|WETZEL S.A.                                                     |0        |Automotivo                    |Tradicional      |0.1673              |na             |na              |-10,384,000    |
|SHUL4|SCHULZ                                                          |0.0324   |Automotivo                    |Tradicional      |0.2071              |8.3            |Ótimo           |1,297,920,000  |
|RSUL4|METALURGICA RIOSULENSE S/A                                      |0.0339   |Automotivo                    |Tradicional      |0.2685              |na             |na              |177,966,000    |
|MTSA4|METISA                                                          |0.0711   |Máquinas e Equipamentos       |Tradicional      |0.2821              |na             |na              |431,507,000    |
|JOPA3|JOSAPAR S/A                                                     |0.0329   |Alimentos - Variados          |Tradicional      |0.1628              |7.2            |Bom             |570,576,000    |
|JOPA4|JOSAPAR S/A                                                     |0.0258   |Alimentos - Variados          |Tradicional      |0.1628              |7.2            |Bom             |570,576,000    |
|FRAS3|FRAS-LE S.A.                                                    |0.029    |Automotivo                    |Nível 1          |0.2941              |na             |na              |1,926,600,000  |
|MNDL3|MUNDIAL                                                         |0        |Utensílios Domésticos         |Tradicional      |0.1586              |7.6            |Bom             |155,887,000    |
|POMO3|MARCOPOLO                                                       |0.0481   |Automotivo                    |Nível 2          |0.1373              |na             |na              |3,545,660,000  |
|POMO4|MARCOPOLO                                                       |0.0378   |Automotivo                    |Nível 2          |0.1373              |na             |na              |3,545,660,000  |
|PTNT4|PETTENATI                                                       |0.027    |Têxtil                        |Tradicional      |0.1081              |na             |na              |375,241,000    |
|PTNT3|PETTENATI                                                       |0.017    |Têxtil                        |Tradicional      |0.1081              |na             |na              |375,241,000    |
|RAPT3|RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES                         |0.0546   |Automotivo                    |Nível 1          |0.2708              |na             |na              |2,944,690,000  |
|RAPT4|RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES                         |0.0528   |Automotivo                    |Nível 1          |0.2708              |na             |na              |2,944,690,000  |
|SLCE3|SLC AGRICOLA SA                                                 |0.0647   |Agronegócio                   |Novo Mercado     |0.3875              |na             |na              |5,197,090,000  |
|LUPA3|LUPATECH                                                        |0        |Máquinas e Equipamentos       |Novo Mercado     |-0.0334             |na             |na              |159,208,000    |
|KLBN4|KLABIN                                                          |0.0539   |Papel e Celulose              |Nível 2          |0.1784              |na             |na              |11,585,100,000 |
|KLBN3|KLABIN                                                          |0.0539   |Papel e Celulose              |Nível 2          |0.1784              |na             |na              |11,585,100,000 |
|GRND3|GRENDENE SA                                                     |0.2151   |Vestuário - Calçados          |Novo Mercado     |0.0622              |na             |na              |3,659,440,000  |
|MNPR3|MINUPAR                                                         |0        |Alimentos - Carnes e Derivados|Tradicional      |0.162               |na             |na              |-322,426,000   |
|UCAS3|na                                                              |0.0755   |Móveis                        |Novo Mercado     |0.1502              |na             |na              |197,009,000    |
|RCSL3|RECRUSUL                                                        |0        |Máquinas e Equipamentos       |Tradicional      |0.419               |na             |na              |116,000        |
|RCSL4|RECRUSUL                                                        |0        |Máquinas e Equipamentos       |Tradicional      |0.419               |na             |na              |116,000        |
|DMFN3|DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO      |0.0427   |Financeira                    |Tradicional      |0.189               |na             |na              |14,229,000     |
|KEPL3|KEPLER WEBER SA                                                 |0.0888   |Máquinas e Equipamentos       |Novo Mercado     |0.3364              |na             |na              |726,203,000    |
|CGRA3|GRAZZIOTIN                                                      |0.1019   |Vestuário - Geral             |Tradicional      |0.1206              |7.5            |Bom             |875,781,000    |
|CGRA4|GRAZZIOTIN                                                      |0.0988   |Vestuário - Geral             |Tradicional      |0.1206              |7.5            |Bom             |875,781,000    |
|LUXM3|TREVISA INVESTIMENTOS SA                                        |0        |Logística e Hidroviário       |Tradicional      |0.0408              |na             |na              |120,715,000    |
|LUXM4|TREVISA INVESTIMENTOS SA                                        |0.0094   |Logística e Hidroviário       |Tradicional      |0.0408              |na             |na              |120,715,000    |
|PNVL3|PANVEL FARMÁCIAS                                                |0.0206   |Varejo - Farmacêutico         |Novo Mercado     |0.1447              |8.8            |Ótimo           |1,139,060,000  |
|GOAU3|METALÚRGICA GERDAU                                              |0.1536   |Holding                       |Nível 1          |0.1898              |na             |na              |16,761,000,000 |
|GOAU4|METALÚRGICA GERDAU                                              |0.1574   |Holding                       |Nível 1          |0.1898              |na             |na              |16,761,000,000 |
|PATI3|PANATLANTICA                                                    |0.0161   |Siderurgia                    |Tradicional      |0.2076              |na             |na              |845,677,000    |
|PATI4|PANATLANTICA                                                    |0.0703   |Siderurgia                    |Tradicional      |0.2076              |na             |na              |845,677,000    |
|HETA3|HERCULES S/A                                                    |0        |Utensílios Domésticos         |Tradicional      |0.3663              |8.1            |Ótimo           |-351,981,000   |
|HETA4|HERCULES S/A                                                    |0        |Utensílios Domésticos         |Tradicional      |0.3663              |8.1            |Ótimo           |-351,981,000   |
|LREN3|RENNER                                                          |0.0455   |Vestuário - Geral             |Novo Mercado     |0.1369              |8.2            |Ótimo           |9,765,090,000  |
|TASA3|TAURUS ARMAS S.A.                                               |0.0986   |Armas e Munições              |Nível 2          |0.2302              |7.5            |Bom             |1,108,070,000  |
|TASA4|TAURUS ARMAS S.A.                                               |0.0991   |Armas e Munições              |Nível 2          |0.2302              |7.5            |Bom             |1,108,070,000  |
|RANI3|na                                                              |0.0963   |na                            |na               |0.1782              |-1             |na              |1,279,700,000  |
|TTEN3|na                                                              |0.0111   |na                            |na               |0.4105              |-1             |na              |3,347,740,000  |
|BAUH4|EXCELSIOR                                                       |0.0151   |Alimentos - Carnes e Derivados|Tradicional      |0.0428              |na             |na              |98,833,000     |
|LJQQ3|LOJAS QUERO-QUERO S.A.                                          |0.0323   |Produtos para Construção Civil|Novo Mercado     |0.0936              |7.4            |Bom             |503,826,000    |
|DXCO3|DEXCO S.A.                                                      |0.0265   |Produtos para Construção Civil|Novo Mercado     |0.1439              |9.1            |Ótimo           |6,411,570,000  |
